Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,churn,prediction,proba
Existing Customer,62.37085691419036,F,1,Unknown_Education,Divorced,,Blue,38,3,6,2,2720.873038842672,0,4668.0,0.896,1835.3489629664,43.0,0.453,0.0,0,1,0.8656410855316451
Attrited Customer,62.09851701843913,F,2,Graduate,Single,Less than $40K,Blue,43,5,7,2,,787,651.3,0.737,1569.0544590643506,24.0,0.756,0.547,1,0,0.0312704779505975
Attrited Customer,44.6092296329976,F,4,College,Married,$40K - $60K,Blue,37,3,8,1,,0,4139.0,0.547,538.3288638387362,21.0,0.464,0.0,1,1,0.9976826357100106
Existing Customer,55.27688827610803,F,1,Graduate,Married,Less than $40K,Blue,36,4,6,1,,0,8322.0,0.86,1044.7923248232144,28.0,1.0,0.0,0,0,0.11226255790135009
Existing Customer,56.660585884354965,M,2,High School,Single,,Blue,42,3,5,4,12225.347835065795,1190,19954.0,0.5,1001.8793189269264,21.0,0.784,0.056,0,0,0.32418700639658987
Attrited Customer,66.38293786057913,F,3,Graduate,Married,Less than $40K,Blue,47,4,6,2,893.0187910436131,751,811.0,0.925,1262.8285991703522,47.0,0.976,0.481,1,0,0.005791201685632975
Existing Customer,54.75342954553426,M,5,Unknown,Single,$60K - $80K,Blue,36,2,6,0,1371.6156047502227,0,3862.0,0.807,6760.527414259739,51.0,0.712,0.0,0,0,0.3059852974676866
Existing Customer,64.85108018767974,F,3,Unknown_Education,Single,Less than $40K,Blue,46,6,7,1,1127.1599851037488,1499,1428.0,0.649,2076.527429352594,39.0,0.944,0.512,0,0,0.2019736711904132
Existing Customer,55.64375334991867,F,4,High School,Married,$40K - $60K,Blue,27,5,8,2,1059.99520918558,2182,640.0,0.768,2405.5631614365825,35.0,0.824,0.773,0,0,0.12026893900763432
Existing Customer,57.6060758379713,M,3,Post-Graduate,Married,$40K - $60K,Blue,30,2,7,2,1514.6683028477069,1673,2148.0,0.869,5120.336785885816,27.0,0.712,0.438,0,0,0.4956651801574341
Attrited Customer,71.0572497742804,F,0,Graduate,Married,Less than $40K,Blue,56,3,8,3,649.6004866643542,554,1568.0,0.857,255.98438544346533,9.0,0.133,0.261,1,1,0.9992676350214302
Existing Customer,69.09839689968301,M,2,Graduate,Single,$120K +,Blue,47,2,9,1,5314.965815599491,865,15393.0,0.623,1232.7899453762805,34.0,0.657,0.053,0,1,0.6649367660972915
Existing Customer,62.51412362314788,M,4,Unknown_Education,Married,$80K - $120K,Blue,33,1,6,2,1959.5211937050533,2115,2848.0,0.767,1433.0944781335736,39.0,0.696,0.426,0,1,0.6182091144047269
Existing Customer,63.84181420599442,F,3,College,Single,$40K - $60K,Blue,37,6,6,1,,0,1438.3,0.777,1992.322260110624,35.0,0.767,0.0,0,1,0.7734722536070866
Existing Customer,51.5957327163574,F,3,Unknown,Single,Unknown,Blue,30,3,6,2,4369.962154246641,0,9293.0,0.897,503.1736671518631,25.0,1.034,0.0,0,1,0.9826871101270415
Attrited Customer,52.68609465892358,M,4,Unknown_Education,Unknown,$40K - $60K,Blue,32,3,5,1,444.84958783233753,0,1438.3,0.657,1284.5419746014488,32.0,0.927,0.0,1,0,0.00644229315108631
Attrited Customer,70.60840020043153,F,2,Unknown_Education,Married,,Blue,50,3,6,3,5697.882347511332,0,12362.0,0.635,2097.951291601694,33.0,0.636,0.0,1,1,0.9781227510616434
Existing Customer,59.39071687295435,F,2,Unknown_Education,Single,,Blue,24,6,9,3,1410.6935149147812,2010,1085.0,0.668,1766.6804801302412,38.0,0.711,0.649,0,0,0.06074765596738126
Existing Customer,51.71959840796272,F,2,Graduate,Married,,Blue,28,6,7,3,2063.62933015131,2266,1748.0,0.718,5395.131842418333,37.0,0.958,0.565,0,0,0.03561303748707154
Attrited Customer,51.3261215123423,F,3,College,Single,Less than $40K,Blue,25,6,7,2,,2008,1912.0,0.944,943.7644560458112,17.0,0.656,0.512,1,0,0.13231515127044013
Existing Customer,55.265957775484665,M,2,High School,Single,$60K - $80K,Blue,40,4,7,3,,1720,15935.0,0.706,6995.095510585161,61.0,0.739,0.097,0,1,0.8515831319814983
Existing Customer,65.34814472582767,M,2,High School,Single,$120K +,Blue,49,6,9,4,1493.0635273992891,1505,1524.0,0.56,1073.7182295805662,17.0,0.471,0.497,0,0,0.13223586523493888
Attrited Customer,55.76932350776767,F,3,Uneducated,Single,Unknown,Blue,29,6,6,3,840.408425983736,1966,463.0,1.046,990.6731756048712,32.0,0.787,0.809,1,0,0.10766399844101113
Attrited Customer,45.0185355878661,F,2,Post-Graduate,Married,Less than $40K,Blue,27,2,9,3,653.2580383344356,1398,328.0,1.009,2239.378779937513,37.0,0.7,0.81,1,1,0.5306577666471093
Attrited Customer,39.97020783698923,F,0,Unknown_Education,Single,$40K - $60K,Blue,13,5,5,2,2238.6989536513,0,5655.0,0.842,1136.2317284305109,23.0,0.649,0.0,1,1,0.5705031262710788
Existing Customer,50.29765067143267,M,3,Unknown,Married,$40K - $60K,Blue,32,4,8,3,1287.5610773698263,2208,906.0,0.824,2503.1687259466235,40.0,0.686,0.709,0,1,0.8501460387536914
Attrited Customer,52.07296592450059,M,3,High School,Married,$80K - $120K,Blue,35,6,4,2,17436.44334062217,1202,33314.0,0.603,463.2873696678016,20.0,0.737,0.035,1,1,0.9308194790562576
Existing Customer,59.48656392126825,F,4,High School,Married,Less than $40K,Blue,38,5,4,1,1151.4383699481498,793,1297.0,0.64,1772.7394633244412,45.0,0.733,0.379,0,0,0.023517561276809474
Existing Customer,63.99772369507886,F,3,Unknown_Education,Unknown,$40K - $60K,Blue,36,6,7,2,1352.5427807683293,1894,651.0,0.911,1374.5097451420638,34.0,0.789,0.744,0,0,0.003287353079667774
Attrited Customer,51.58385593558146,M,4,Uneducated,Divorced,$80K - $120K,Gold,38,4,8,1,11858.960922148226,1426,33090.0,0.621,1257.817194686829,31.0,0.69,0.041,1,0,0.00556402803498579
Attrited Customer,52.629735312818376,F,2,Graduate,Married,$40K - $60K,Blue,36,2,7,2,2057.5086103244944,0,4287.0,0.807,1782.4352184766274,44.0,0.708,0.0,1,1,0.8838826057848556
Existing Customer,60.99720368812781,M,4,Graduate,Single,$120K +,Blue,36,2,5,1,1121.5260789226709,2147,1021.0,0.663,2246.238685772632,35.0,0.821,0.678,0,1,0.963878922107472
Existing Customer,58.7634486938395,M,0,Graduate,Single,$120K +,Blue,36,6,5,1,1070.3572436742968,1631,1061.0,0.99,1810.0899361449065,41.0,0.694,0.606,0,0,0.01449383412414944
Existing Customer,51.66114118106539,F,1,Graduate,Married,Less than $40K,Blue,36,5,6,2,1217.564864026952,1985,408.0,0.788,352.7450475789488,7.0,0.778,0.83,0,1,0.8765709254230668
Existing Customer,51.136153474096005,M,2,Post-Graduate,Married,$40K - $60K,Blue,36,4,6,2,5156.642054170721,2035,7582.0,1.004,1968.095541844288,35.0,0.854,0.212,0,0,0.006803424819864538
Existing Customer,71.72210819121698,M,2,Unknown_Education,Single,$120K +,Blue,45,2,5,3,,898,10816.0,0.726,2891.482235678005,62.0,0.718,0.077,0,0,0.4428621317953542
Existing Customer,71.6446922161839,M,1,Graduate,Single,$40K - $60K,Blue,53,4,8,2,836.8459073956702,1502,634.0,0.648,761.2260550080531,19.0,0.37,0.703,0,1,0.8450509742152346
Attrited Customer,45.45211992393771,M,4,Uneducated,Married,$80K - $120K,Blue,25,5,7,4,,0,5768.0,0.924,2304.7184643158107,37.0,0.902,0.0,1,0,0.422360940752034
Existing Customer,57.7195407877234,M,2,Post-Graduate,Single,$60K - $80K,Silver,36,3,9,4,12468.115006236703,1954,32562.0,0.436,589.6299878420781,16.0,0.486,0.057,0,1,0.9430036762694426
Attrited Customer,62.70597905680385,M,4,Post-Graduate,Married,,Blue,36,4,5,3,5938.944183273227,2517,14857.0,0.743,6784.619620793245,56.0,0.707,0.145,1,1,0.980721172493105
Existing Customer,54.40058808564926,F,4,Uneducated,Divorced,$40K - $60K,Blue,43,5,9,2,916.119855218323,1525,440.0,0.855,1912.1680432223568,32.0,0.816,0.776,0,0,0.019772942835377956
Existing Customer,39.67173956152088,M,3,High School,Unknown,,Blue,28,5,10,4,,0,13441.0,0.513,1328.6837062597556,38.0,0.702,0.0,0,0,0.08719173349800764
Existing Customer,60.2677681087619,F,5,Unknown_Education,Married,Less than $40K,Blue,34,2,4,3,1129.654534274834,1235,1255.0,0.823,2222.81982618278,29.0,0.76,0.496,0,1,0.974819232109475
Attrited Customer,74.63256288878364,M,0,Unknown_Education,Married,$40K - $60K,Blue,56,3,7,2,1374.1450562620616,0,2297.0,0.511,511.8979354689376,26.0,0.417,0.0,1,1,0.9961711129904852
Existing Customer,69.05722703583774,M,1,Unknown,Single,$60K - $80K,Blue,50,4,8,0,5951.536444735551,1790,8908.0,0.981,1145.5090986994717,39.0,0.914,0.167,0,0,0.0022163280591728425
Existing Customer,52.683671743975175,M,4,Doctorate,Unknown,Less than $40K,Blue,31,6,7,1,975.2992355844436,1767,748.0,0.665,1636.808457324241,33.0,0.675,0.703,0,0,0.004836503324270127
Existing Customer,43.88968503087006,F,2,College,Single,Less than $40K,Blue,22,5,7,0,898.5175278438115,761,934.0,0.797,1167.5736855335942,52.0,0.75,0.449,0,0,0.005541125167411384
Existing Customer,47.487782478086245,F,2,Uneducated,Married,Less than $40K,Blue,28,3,5,2,544.4685627253127,1019,775.0,0.692,902.3703939880446,27.0,0.658,0.568,0,1,0.7467872259236099
Existing Customer,57.91440501242064,F,1,Unknown,Married,Less than $40K,Silver,40,2,8,2,6596.330461883333,1736,11675.0,0.841,4372.657360715599,39.0,0.738,0.129,0,1,0.922701420478847
Attrited Customer,60.65691215668252,M,5,High School,Married,$40K - $60K,Silver,34,5,3,2,10186.90319279616,2018,15639.0,0.55,622.9346845479682,21.0,0.95,0.114,1,1,0.6917460307792063
Attrited Customer,61.87192148557664,M,1,Graduate,Divorced,$120K +,Blue,42,1,9,2,712.1573464628217,0,1656.0,0.626,601.9284517392784,14.0,0.833,0.0,1,1,0.9996639328617437
Existing Customer,63.94982122254316,F,3,High School,Single,Unknown,Gold,39,1,5,2,11986.969351796772,1873,32643.0,0.629,2396.950930089498,51.0,0.677,0.054,0,1,0.9819020272295456
Attrited Customer,56.310227625936605,F,2,Uneducated,Married,Unknown,Blue,31,4,8,0,11021.041417121927,0,22718.0,0.791,513.8767989285643,11.0,1.176,0.0,1,1,0.5891193183329357
Existing Customer,43.35227994933534,M,3,Graduate,Unknown,Less than $40K,Blue,39,5,5,4,,2134,844.0,0.579,403.5568800331022,17.0,0.394,0.717,0,1,0.9871106441578118
Existing Customer,51.34250968871604,M,3,Unknown_Education,Married,$60K - $80K,Blue,28,5,4,1,,632,8945.0,0.379,1768.4219750329153,30.0,0.771,0.066,0,1,0.5007861327311838
Attrited Customer,55.200474786358434,F,3,Uneducated,Single,,Blue,38,5,6,4,1631.7274792912378,2264,544.0,0.544,942.4841405848096,44.0,0.682,0.806,1,0,0.17349617592808164
Existing Customer,51.4644154651155,M,3,Uneducated,Married,$60K - $80K,Blue,22,6,8,4,793.0656366269462,1772,452.0,0.81,805.5412963956679,18.0,0.419,0.797,0,1,0.9338546578180499
Existing Customer,85.7008339050501,F,0,Graduate,Divorced,Less than $40K,Blue,56,3,4,1,760.3213379141838,1716,514.0,0.811,997.5630459318523,27.0,0.5,0.77,0,1,0.5399611677189495
Existing Customer,55.04891596212484,F,3,Unknown_Education,Divorced,Less than $40K,Blue,36,5,6,3,2008.138488394396,2517,1197.0,0.857,1997.410796198638,41.0,0.848,0.678,0,0,0.18560157952378284
Attrited Customer,83.29561369610444,M,1,Unknown_Education,Married,$40K - $60K,Blue,48,5,5,3,980.9978010676972,1927,617.0,0.939,443.8957190398205,16.0,0.364,0.757,1,1,0.9507274584802012
Attrited Customer,74.23536756657055,M,0,Post-Graduate,Divorced,$60K - $80K,Silver,46,4,9,6,9527.118465298448,287,27942.0,0.594,502.115512401036,22.0,0.552,0.01,1,1,0.9999149385287084
Existing Customer,76.32458055819205,M,0,Graduate,Single,$40K - $60K,Blue,36,4,3,1,756.64489083063,682,756.3,0.713,973.2720458038524,34.0,1.172,0.474,0,0,0.043749577445577933
Existing Customer,54.82640364909635,F,3,Uneducated,Divorced,$40K - $60K,Blue,32,3,7,2,881.3017599989985,958,998.0,0.789,1732.4454307505764,39.0,0.854,0.49,0,0,0.029076020660788942
Existing Customer,56.476949939378656,M,3,Graduate,Single,$80K - $120K,Blue,37,3,7,2,3006.579787721991,1468,3648.0,0.91,852.9913703807513,20.0,0.633,0.287,0,1,0.9167174376582653
Attrited Customer,55.48871898763888,M,3,College,Single,$60K - $80K,Blue,39,5,9,2,8335.8964394391,0,22599.0,1.039,1084.1027689411037,29.0,0.486,0.0,1,1,0.9263099893175063
Attrited Customer,41.02296818650579,M,4,Uneducated,Married,$80K - $120K,Blue,33,1,6,1,,1567,11923.0,0.795,5972.373207848584,43.0,0.75,0.116,1,1,0.9142783519421975
Existing Customer,53.06395196364373,F,2,High School,Married,Less than $40K,Blue,45,6,6,1,,1126,1387.0,0.324,350.65091567122863,12.0,0.25,0.448,0,1,0.8242333454802959
Existing Customer,48.7026469746905,M,3,High School,Married,$60K - $80K,Blue,32,6,6,2,1023.3325022807298,1667,586.0,0.884,560.6134348068737,24.0,0.667,0.74,0,1,0.7945993573543468
Existing Customer,49.26831072738304,M,1,Post-Graduate,Single,$80K - $120K,Blue,29,6,8,2,10837.38923458449,1992,21042.0,0.759,554.1409248783492,10.0,0.684,0.086,0,1,0.7351986013688558
Existing Customer,60.37564909101075,F,2,Unknown,Married,,Blue,36,3,9,3,1219.2553137783598,1364,1228.0,0.679,1238.3206424107475,32.0,0.7,0.526,0,0,0.025064799753380215
Existing Customer,40.87799559651655,F,3,Unknown,Married,$40K - $60K,Blue,22,2,6,2,,0,1438.3,0.761,1894.03503321703,42.0,0.686,0.0,0,1,0.9278401601074349
Attrited Customer,48.53870220114219,F,3,High School,Married,$40K - $60K,Silver,34,2,8,2,6717.026671250411,1568,17432.0,0.688,2195.512102702583,33.0,0.865,0.083,1,1,0.9576704313813437
Attrited Customer,63.57089757193501,M,4,Unknown_Education,Single,$120K +,Blue,38,3,7,4,19418.678369265304,2517,31999.0,0.7,1170.349424422678,19.0,0.486,0.073,1,1,0.8436401615597381
Existing Customer,74.20003184930954,M,0,High School,Divorced,$60K - $80K,Blue,51,6,8,4,2194.097612473975,1935,3917.0,0.829,1189.309465438231,17.0,0.618,0.331,0,0,0.008237860633526247
Attrited Customer,62.847928330792136,M,2,Unknown_Education,Single,$80K - $120K,Blue,36,3,5,2,15211.471119533857,1264,33252.0,0.774,3019.698627181393,37.0,0.54,0.037,1,1,0.9401662058462852
Attrited Customer,72.55664650269127,F,3,High School,Married,,Blue,44,5,7,1,431.7291165837497,0,1438.3,0.575,2262.9861958572696,43.0,0.9,0.0,1,0,0.21780001900667176
Attrited Customer,45.78633558285945,M,0,High School,Married,$40K - $60K,Blue,13,3,7,2,2271.506218766668,1394,2476.0,0.827,648.5125296304524,13.0,0.714,0.36,1,1,0.8519517039881858
Existing Customer,65.8301199860864,F,2,High School,Married,Less than $40K,Blue,47,4,7,3,971.6186162023588,1298,506.0,0.758,1269.6423022621998,38.0,0.921,0.72,0,0,0.00960518356359091
Attrited Customer,45.79714748764384,M,0,Unknown,Single,$80K - $120K,Blue,25,5,8,2,1440.9496405443822,1676,2561.0,0.786,568.1732318805509,39.0,0.725,0.396,1,1,0.7454337372943457
Existing Customer,73.88867297094328,M,2,High School,Single,$40K - $60K,Blue,36,3,4,3,835.4539502899949,0,1470.0,0.64,1363.162978294873,33.0,0.75,0.0,0,1,0.6508949355103663
Attrited Customer,57.39481829017653,M,2,Uneducated,Single,$60K - $80K,Blue,36,4,8,2,6650.862451159386,2517,8902.0,1.211,1118.602211748496,24.0,1.059,0.22,1,0,0.004102995731574432
Attrited Customer,59.5997218481391,M,2,Unknown_Education,Married,,Blue,33,3,7,2,,0,3558.0,0.57,1875.0847616389617,20.0,0.912,0.0,1,0,0.49751512334828774
Existing Customer,59.55495446792364,F,4,Post-Graduate,Single,Less than $40K,Blue,27,1,8,2,4866.641891946668,2517,6320.0,0.618,2498.1736495241216,32.0,0.754,0.285,0,1,0.9948652333345702
Existing Customer,59.3548257542675,M,3,Uneducated,Married,$80K - $120K,Blue,44,3,9,3,13359.98410782142,0,24028.0,0.496,1463.7925855840456,43.0,0.738,0.0,0,0,0.32432116766998964
Existing Customer,57.40388249713264,F,2,Graduate,Single,Less than $40K,Blue,36,6,6,2,795.8402167750395,0,1538.0,0.706,1661.742084196854,47.0,0.881,0.0,0,0,0.12331782101317468
Existing Customer,62.06554670154155,F,1,Unknown,Married,$40K - $60K,Blue,37,5,8,4,1950.1822802461577,1135,2808.0,0.672,1441.164813268521,39.0,0.783,0.288,0,0,0.004538006143527304
Existing Customer,48.39436838762776,F,1,High School,Divorced,Less than $40K,Blue,32,1,5,2,,1288,1436.0,0.613,2020.0229784253515,39.0,1.206,0.473,0,1,0.6049874672795996
Existing Customer,35.49389497904258,M,2,High School,Single,$40K - $60K,Blue,20,6,7,4,721.3394624004866,1638,597.0,0.912,1320.490580068042,31.0,0.806,0.733,0,0,0.005855257397284388
Existing Customer,45.67039080278249,F,2,Unknown_Education,Single,Less than $40K,Blue,24,5,7,3,2220.559359306112,1955,3757.0,0.969,1140.6504486997444,29.0,0.8,0.342,0,0,0.027475542751197995
Existing Customer,62.75823573008992,M,3,Unknown_Education,Single,$40K - $60K,Blue,36,3,5,3,2501.4369619775816,636,6764.0,0.972,594.4994089267368,27.0,0.5,0.086,0,1,0.9991989215112269
Attrited Customer,53.56712566783963,M,2,Unknown,Married,$80K - $120K,Blue,37,2,8,3,,1628,3821.0,0.696,416.3659420163943,7.0,0.385,0.299,1,1,0.9984390868781674
Existing Customer,68.66938740574626,M,3,Unknown,Divorced,$60K - $80K,Blue,48,5,7,3,12661.56789440484,1640,22949.0,0.4,909.6109781424352,43.0,0.625,0.067,0,1,0.5255641346299171
Existing Customer,57.70372660426227,F,3,Unknown_Education,Single,$40K - $60K,Blue,42,1,8,3,,639,8576.0,0.646,4233.513753824059,49.0,0.754,0.069,0,1,0.9464514359993846
Attrited Customer,27.142298186496625,F,1,Uneducated,Single,Unknown,Blue,13,6,8,3,4595.4916276227,956,11051.0,0.832,1224.1715211765224,19.0,0.471,0.08,1,0,0.02539439478155186
Existing Customer,51.30925862160003,M,2,Unknown,Married,$80K - $120K,Blue,37,6,5,3,,2517,100.0,0.78,825.6652974870309,39.0,0.75,0.962,0,1,0.9761292686185995
Existing Customer,62.87742234179305,F,1,Unknown,Married,,Blue,36,3,11,3,,1482,1587.0,0.663,1894.5309854218444,39.0,0.721,0.483,0,0,0.09229433039802984
Attrited Customer,41.279640436930535,F,2,Graduate,Married,Unknown,Blue,29,5,5,2,7538.3920227876815,2105,16757.0,0.832,1479.6967562273103,27.0,0.686,0.112,1,0,0.02520115184897726
Existing Customer,70.31115262918775,M,2,Unknown_Education,Married,$60K - $80K,Blue,50,5,7,4,1066.042004502726,1207,938.0,0.521,550.0667595878305,11.0,0.476,0.563,0,1,0.8905412787029593
Existing Customer,49.906525512754754,F,3,Graduate,Single,$40K - $60K,Blue,38,3,4,0,,788,10961.0,0.688,570.7104539660254,9.0,0.929,0.067,0,1,0.7435972663667165
Existing Customer,60.9181578629028,M,3,High School,Married,$120K +,Blue,40,5,7,4,20089.691614467112,0,34516.0,0.986,795.925579109739,12.0,0.44,0.0,0,1,0.9989381286623424
Attrited Customer,58.2782853912272,M,5,Unknown_Education,Married,$60K - $80K,Blue,22,6,5,4,,0,5096.0,0.808,700.8254403421585,14.0,0.483,0.0,1,1,0.9943136583864648
Attrited Customer,57.79511631496835,F,3,Uneducated,Divorced,,Blue,32,3,7,2,779.4887468039893,0,1942.0,0.366,657.9663628281986,13.0,0.107,0.0,1,1,0.9992943622642005
Existing Customer,43.99601799484694,F,0,Graduate,Single,$40K - $60K,Blue,36,5,6,3,2332.5965276581683,0,3930.0,0.758,821.0654259389783,20.0,0.355,0.0,0,1,0.9954728680546693
Existing Customer,69.41597395271774,M,0,Unknown_Education,Married,$40K - $60K,Blue,56,3,5,2,1703.8105398873836,1893,2341.0,0.585,534.6305204571731,19.0,0.355,0.447,0,1,0.9547113720326658
Existing Customer,58.57132758171437,M,2,Unknown,Married,$80K - $120K,Blue,36,3,7,3,3132.4689704999314,2024,7413.0,0.664,2050.537163883936,34.0,0.696,0.214,0,0,0.3421194741052549
Existing Customer,58.83961699480475,F,5,Graduate,Married,,Blue,35,3,10,4,2876.5969590033674,2214,3224.0,0.668,1938.94809729105,27.0,0.562,0.407,0,1,0.723441286674418
Attrited Customer,49.45956682514837,F,2,High School,Single,,Blue,33,3,9,3,882.9116461717311,0,1568.0,0.611,1137.8790973947448,20.0,0.788,0.0,1,1,0.7071445328915682
Existing Customer,56.94750361946044,F,4,College,Single,$40K - $60K,Gold,30,1,8,1,12783.677297092136,1836,21215.0,0.743,6016.382593593322,49.0,0.814,0.08,0,1,0.962543232755392
Attrited Customer,60.858662490061405,F,2,Uneducated,Single,Less than $40K,Blue,45,4,8,3,950.7532711673206,893,887.0,0.609,1157.3084559497318,24.0,0.587,0.502,1,0,0.14393069473550724
Attrited Customer,59.57389816956832,F,1,Uneducated,Married,$40K - $60K,Blue,41,4,6,3,486.7802280840963,522,916.3,0.383,575.1642264522324,19.0,0.37,0.363,1,1,0.9942059049732324
Attrited Customer,69.26179663049372,M,1,Graduate,Unknown,$60K - $80K,Blue,53,1,5,2,2230.7462514647154,581,5576.0,0.583,1109.34942806664,37.0,0.548,0.094,1,1,0.9949624685890768
Existing Customer,47.79722436204475,M,2,Unknown_Education,Married,,Blue,31,5,6,1,8329.85015963225,2517,16457.0,1.369,1042.446886844817,21.0,1.0,0.133,0,0,0.0020932054957364245
Existing Customer,47.22099077285026,M,2,High School,Single,$60K - $80K,Gold,18,1,6,3,,1494,33022.0,0.588,2791.0269735899788,38.0,0.635,0.043,0,1,0.971007577606014
Attrited Customer,72.12797264881078,M,2,Unknown,Married,$60K - $80K,Blue,43,4,7,4,1654.2294700873754,0,3143.0,0.764,674.9565820604081,15.0,0.321,0.0,1,1,0.9987996590191892
Attrited Customer,58.23246316176756,F,3,Uneducated,Single,Less than $40K,Blue,39,5,7,1,1053.2232629006307,2253,298.0,0.688,1474.7605512260495,26.0,0.909,0.883,1,0,0.021421266061212724
Existing Customer,60.463342147233504,M,2,Uneducated,Unknown,$80K - $120K,Blue,46,3,11,3,9747.020662034314,1736,15454.0,0.698,4069.8387135732655,45.0,0.696,0.101,0,0,0.42907712626718747
Attrited Customer,60.834071835455006,F,4,Unknown_Education,Single,,Blue,34,5,6,2,1790.3564155411425,1249,2965.0,0.542,545.2189298391318,11.0,0.478,0.296,1,1,0.9361154183066196
Attrited Customer,55.85442599384682,F,1,Graduate,Married,,Blue,38,4,5,3,1505.2741470999,1714,909.0,0.807,2140.7991754442774,26.0,0.81,0.653,1,0,0.3110083963271955
